ID,Severity,Event Type,Event Description,Generation Time,Status,Event Code,Suggestion
"1530","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:33:54","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1529","Normal","System","The host was restarted by command.","2026-04-08 03:33:11","Asserted","0x2C000011",""
"1528","Normal","System","ACPI is in the working state.","2026-04-08 03:33:10","Asserted","0x2C000009",""
"1527","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:33:03","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1526","Normal","System","ACPI is in the soft-off state.","2026-04-08 03:32:56","Asserted","0x2C00000B",""
"1525","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:31:38","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1524","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:30:44","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1523","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:28:33","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1522","Normal","System","The host was restarted by command.","2026-04-08 03:27:51","Asserted","0x2C000011",""
"1521","Normal","System","ACPI is in the working state.","2026-04-08 03:27:48","Asserted","0x2C000009",""
"1520","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:27:43","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1519","Normal","System","ACPI is in the soft-off state.","2026-04-08 03:27:35","Asserted","0x2C00000B",""
"1518","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:26:15","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1517","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:25:21","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1516","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:23:04","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1515","Normal","System","The host was restarted by command.","2026-04-08 03:22:24","Asserted","0x2C000011",""
"1514","Normal","System","ACPI is in the working state.","2026-04-08 03:22:21","Asserted","0x2C000009",""
"1513","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:22:13","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1512","Normal","System","ACPI is in the soft-off state.","2026-04-08 03:22:05","Asserted","0x2C00000B",""
"1511","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:20:48","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1510","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:19:55","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1509","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:17:44","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1508","Normal","System","The host was restarted by command.","2026-04-08 03:17:01","Asserted","0x2C000011",""
"1507","Normal","System","ACPI is in the working state.","2026-04-08 03:16:58","Asserted","0x2C000009",""
"1506","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:16:51","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1505","Normal","System","ACPI is in the soft-off state.","2026-04-08 03:16:44","Asserted","0x2C00000B",""
"1504","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:15:31","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1503","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:14:37","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1502","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:12:25","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1501","Normal","System","The host was restarted by command.","2026-04-08 03:11:43","Asserted","0x2C000011",""
"1500","Normal","System","ACPI is in the working state.","2026-04-08 03:11:42","Asserted","0x2C000009",""
"1499","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:11:35","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1498","Normal","System","ACPI is in the soft-off state.","2026-04-08 03:11:27","Asserted","0x2C00000B",""
"1497","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:10:11","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1496","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:09:21","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1495","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:07:07","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1494","Normal","System","The host was restarted by command.","2026-04-08 03:06:26","Asserted","0x2C000011",""
"1493","Normal","System","ACPI is in the working state.","2026-04-08 03:06:23","Asserted","0x2C000009",""
"1492","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:06:17","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1491","Normal","System","ACPI is in the soft-off state.","2026-04-08 03:06:10","Asserted","0x2C00000B",""
"1490","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:04:53","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1489","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:04:02","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1488","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:01:48","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1487","Normal","System","The host was restarted by command.","2026-04-08 03:01:07","Asserted","0x2C000011",""
"1486","Normal","System","ACPI is in the working state.","2026-04-08 03:01:06","Asserted","0x2C000009",""
"1485","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 03:00:57","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1484","Normal","System","ACPI is in the soft-off state.","2026-04-08 03:00:50","Asserted","0x2C00000B",""
"1483","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 02:59:37","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1482","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 02:58:44","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1481","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 02:56:29","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
